accession	source
BGC0002165	MIBiG
BGC0002167	MIBiG
BGC0002168	MIBiG
BGC0002169	MIBiG
BGC0002170	MIBiG
BGC0002171	MIBiG
BGC0002172	MIBiG
BGC0002173	MIBiG
BGC0002174	MIBiG
BGC0002175	MIBiG
BGC0002176	MIBiG
BGC0002177	MIBiG
BGC0002180	MIBiG
BGC0002181	MIBiG
BGC0002185	MIBiG
BGC0002186	MIBiG
BGC0002187	MIBiG
BGC0002188	MIBiG
BGC0002190	MIBiG
BGC0002191	MIBiG
BGC0002192	MIBiG
BGC0002193	MIBiG
BGC0002194	MIBiG
BGC0002195	MIBiG
BGC0002196	MIBiG
BGC0002197	MIBiG
BGC0002198	MIBiG
BGC0002199	MIBiG
BGC0002203	MIBiG
BGC0002204	MIBiG
BGC0002205	MIBiG
BGC0002206	MIBiG
BGC0002207	MIBiG
BGC0002208	MIBiG
BGC0002209	MIBiG
BGC0002210	MIBiG
BGC0002211	MIBiG
BGC0002212	MIBiG
BGC0002213	MIBiG
BGC0002214	MIBiG
BGC0002215	MIBiG
BGC0002216	MIBiG
BGC0002218	MIBiG
BGC0002219	MIBiG
BGC0002220	MIBiG
BGC0002221	MIBiG
BGC0002222	MIBiG
BGC0002225	MIBiG
BGC0002226	MIBiG
BGC0002227	MIBiG
BGC0002228	MIBiG
BGC0002229	MIBiG
BGC0002230	MIBiG
BGC0002232	MIBiG
BGC0002233	MIBiG
BGC0002234	MIBiG
BGC0002235	MIBiG
BGC0002236	MIBiG
BGC0002237	MIBiG
BGC0002238	MIBiG
BGC0002239	MIBiG
BGC0002240	MIBiG
BGC0002242	MIBiG
BGC0002244	MIBiG
BGC0002245	MIBiG
BGC0002246	MIBiG
BGC0002248	MIBiG
BGC0002249	MIBiG
BGC0002250	MIBiG
BGC0002253	MIBiG
BGC0002254	MIBiG
BGC0002255	MIBiG
BGC0002256	MIBiG
BGC0002257	MIBiG
BGC0002258	MIBiG
BGC0002259	MIBiG
BGC0002260	MIBiG
BGC0002261	MIBiG
BGC0002262	MIBiG
BGC0002264	MIBiG
BGC0002266	MIBiG
BGC0002267	MIBiG
BGC0002268	MIBiG
BGC0002270	MIBiG
BGC0002271	MIBiG
BGC0002272	MIBiG
BGC0002273	MIBiG
BGC0002274	MIBiG
BGC0002275	MIBiG
BGC0002276	MIBiG
BGC0002277	MIBiG
BGC0002278	MIBiG
BGC0002282	MIBiG
BGC0002283	MIBiG
BGC0002284	MIBiG
BGC0002285	MIBiG
BGC0002286	MIBiG
BGC0002287	MIBiG
BGC0002288	MIBiG
BGC0002289	MIBiG
BGC0002290	MIBiG
BGC0002291	MIBiG
BGC0002293	MIBiG
BGC0002294	MIBiG
BGC0002295	MIBiG
BGC0002296	MIBiG
BGC0002297	MIBiG
BGC0002298	MIBiG
BGC0002300	MIBiG
BGC0002301	MIBiG
BGC0002302	MIBiG
BGC0002303	MIBiG
BGC0002304	MIBiG
BGC0002305	MIBiG
BGC0002306	MIBiG
BGC0002307	MIBiG
BGC0002308	MIBiG
BGC0002309	MIBiG
BGC0002311	MIBiG
BGC0002312	MIBiG
BGC0002313	MIBiG
BGC0002314	MIBiG
BGC0002315	MIBiG
BGC0002316	MIBiG
BGC0002317	MIBiG
BGC0002318	MIBiG
BGC0002319	MIBiG
BGC0002320	MIBiG
BGC0002321	MIBiG
BGC0002322	MIBiG
BGC0002323	MIBiG
BGC0002324	MIBiG
BGC0002326	MIBiG
BGC0002327	MIBiG
BGC0002328	MIBiG
BGC0002329	MIBiG
BGC0002330	MIBiG
BGC0002331	MIBiG
BGC0002332	MIBiG
BGC0002333	MIBiG
BGC0002334	MIBiG
BGC0002336	MIBiG
BGC0002337	MIBiG
BGC0002338	MIBiG
BGC0002339	MIBiG
BGC0002340	MIBiG
BGC0002341	MIBiG
BGC0002342	MIBiG
BGC0002343	MIBiG
BGC0002344	MIBiG
BGC0002345	MIBiG
BGC0002346	MIBiG
BGC0002347	MIBiG
BGC0002348	MIBiG
BGC0002349	MIBiG
BGC0002350	MIBiG
BGC0002351	MIBiG
BGC0002352	MIBiG
BGC0002354	MIBiG
BGC0002355	MIBiG
BGC0002356	MIBiG
BGC0002357	MIBiG
BGC0002358	MIBiG
BGC0002359	MIBiG
BGC0002360	MIBiG
BGC0002361	MIBiG
BGC0002362	MIBiG
BGC0002363	MIBiG
BGC0002364	MIBiG
BGC0002365	MIBiG
BGC0002366	MIBiG
BGC0002367	MIBiG
BGC0002369	MIBiG
BGC0002370	MIBiG
BGC0002372	MIBiG
BGC0002373	MIBiG
BGC0002374	MIBiG
BGC0002376	MIBiG
BGC0002377	MIBiG
BGC0002378	MIBiG
BGC0002379	MIBiG
BGC0002381	MIBiG
BGC0002382	MIBiG
BGC0002383	MIBiG
BGC0002384	MIBiG
BGC0002385	MIBiG
BGC0002386	MIBiG
BGC0002387	MIBiG
BGC0002390	MIBiG
BGC0002391	MIBiG
BGC0002392	MIBiG
BGC0002393	MIBiG
BGC0002394	MIBiG
BGC0002395	MIBiG
BGC0002397	MIBiG
BGC0002398	MIBiG
BGC0002400	MIBiG
BGC0002401	MIBiG
BGC0002402	MIBiG
BGC0002403	MIBiG
BGC0002404	MIBiG
BGC0002405	MIBiG
BGC0002406	MIBiG
BGC0002407	MIBiG
BGC0002408	MIBiG
BGC0002409	MIBiG
BGC0002410	MIBiG
BGC0002411	MIBiG
BGC0002412	MIBiG
BGC0002413	MIBiG
BGC0002414	MIBiG
BGC0002415	MIBiG
BGC0002416	MIBiG
BGC0002417	MIBiG
BGC0002418	MIBiG
BGC0002419	MIBiG
BGC0002420	MIBiG
BGC0002421	MIBiG
BGC0002422	MIBiG
BGC0002423	MIBiG
BGC0002424	MIBiG
BGC0002425	MIBiG
BGC0002426	MIBiG
BGC0002427	MIBiG
BGC0002429	MIBiG
BGC0002430	MIBiG
BGC0002431	MIBiG
BGC0002432	MIBiG
BGC0002433	MIBiG
BGC0002434	MIBiG
BGC0002435	MIBiG
BGC0002436	MIBiG
BGC0002438	MIBiG
BGC0002439	MIBiG
BGC0002440	MIBiG
BGC0002441	MIBiG
BGC0002442	MIBiG
BGC0002443	MIBiG
BGC0002445	MIBiG
BGC0002446	MIBiG
BGC0002447	MIBiG
BGC0002448	MIBiG
BGC0002449	MIBiG
BGC0002450	MIBiG
BGC0002451	MIBiG
BGC0002452	MIBiG
BGC0002453	MIBiG
BGC0002454	MIBiG
BGC0002455	MIBiG
BGC0002456	MIBiG
BGC0002458	MIBiG
BGC0002460	MIBiG
BGC0002461	MIBiG
BGC0002462	MIBiG
BGC0002464	MIBiG
BGC0002465	MIBiG
BGC0002466	MIBiG
BGC0002467	MIBiG
BGC0002468	MIBiG
BGC0002469	MIBiG
BGC0002470	MIBiG
BGC0002471	MIBiG
BGC0002472	MIBiG
BGC0002473	MIBiG
BGC0002474	MIBiG
BGC0002475	MIBiG
BGC0002476	MIBiG
BGC0002477	MIBiG
BGC0002478	MIBiG
BGC0002479	MIBiG
BGC0002480	MIBiG
BGC0002482	MIBiG
BGC0002483	MIBiG
BGC0002484	MIBiG
BGC0002485	MIBiG
BGC0002487	MIBiG
BGC0002488	MIBiG
BGC0002489	MIBiG
BGC0002490	MIBiG
BGC0002491	MIBiG
BGC0002492	MIBiG
BGC0002493	MIBiG
BGC0002494	MIBiG
BGC0002495	MIBiG
BGC0002496	MIBiG
BGC0002497	MIBiG
BGC0002498	MIBiG
BGC0002499	MIBiG
BGC0002500	MIBiG
BGC0002501	MIBiG
BGC0002502	MIBiG
BGC0002503	MIBiG
BGC0002504	MIBiG
BGC0002505	MIBiG
BGC0002506	MIBiG
BGC0002507	MIBiG
BGC0002508	MIBiG
BGC0002509	MIBiG
BGC0002510	MIBiG
BGC0002512	MIBiG
BGC0002514	MIBiG
BGC0002515	MIBiG
BGC0002517	MIBiG
BGC0002518	MIBiG
BGC0002520	MIBiG
BGC0002521	MIBiG
BGC0002522	MIBiG
BGC0002523	MIBiG
BGC0002524	MIBiG
BGC0002525	MIBiG
BGC0002526	MIBiG
BGC0002527	MIBiG
BGC0002528	MIBiG
BGC0002529	MIBiG
BGC0002530	MIBiG
BGC0002531	MIBiG
BGC0002532	MIBiG
BGC0002533	MIBiG
BGC0002535	MIBiG
BGC0002536	MIBiG
BGC0002537	MIBiG
BGC0002538	MIBiG
BGC0002539	MIBiG
BGC0002540	MIBiG
BGC0002541	MIBiG
BGC0002542	MIBiG
BGC0002543	MIBiG
BGC0002544	MIBiG
BGC0002545	MIBiG
BGC0002546	MIBiG
BGC0002547	MIBiG
BGC0002548	MIBiG
BGC0002550	MIBiG
BGC0002551	MIBiG
BGC0002552	MIBiG
BGC0002553	MIBiG
BGC0002554	MIBiG
BGC0002555	MIBiG
BGC0002556	MIBiG
BGC0002557	MIBiG
BGC0002558	MIBiG
BGC0002559	MIBiG
BGC0002560	MIBiG
BGC0002561	MIBiG
BGC0002563	MIBiG
BGC0002564	MIBiG
BGC0002565	MIBiG
BGC0002567	MIBiG
BGC0002568	MIBiG
BGC0002569	MIBiG
BGC0002570	MIBiG
BGC0002571	MIBiG
BGC0002572	MIBiG
BGC0002573	MIBiG
BGC0002575	MIBiG
BGC0002576	MIBiG
BGC0002577	MIBiG
BGC0002578	MIBiG
BGC0002579	MIBiG
BGC0002580	MIBiG
BGC0002581	MIBiG
BGC0002582	MIBiG
BGC0002583	MIBiG
BGC0002584	MIBiG
BGC0002586	MIBiG
BGC0002587	MIBiG
BGC0002588	MIBiG
BGC0002591	MIBiG
BGC0002592	MIBiG
BGC0002594	MIBiG
BGC0002596	MIBiG
BGC0002597	MIBiG
BGC0002598	MIBiG
BGC0002602	MIBiG
BGC0002603	MIBiG
BGC0002604	MIBiG
BGC0002605	MIBiG
BGC0002606	MIBiG
BGC0002607	MIBiG
BGC0002608	MIBiG
BGC0002609	MIBiG
BGC0002610	MIBiG
BGC0002611	MIBiG
BGC0002612	MIBiG
BGC0002613	MIBiG
BGC0002614	MIBiG
BGC0002615	MIBiG
BGC0002616	MIBiG
BGC0002617	MIBiG
BGC0002619	MIBiG
BGC0002620	MIBiG
BGC0002621	MIBiG
BGC0002622	MIBiG
BGC0002623	MIBiG
BGC0002625	MIBiG
BGC0002626	MIBiG
BGC0002629	MIBiG
BGC0002631	MIBiG
BGC0002633	MIBiG
BGC0002634	MIBiG
BGC0002635	MIBiG
BGC0002637	MIBiG
BGC0002638	MIBiG
BGC0002639	MIBiG
BGC0002640	MIBiG
BGC0002641	MIBiG
BGC0002642	MIBiG
BGC0002643	MIBiG
BGC0002644	MIBiG
BGC0002645	MIBiG
BGC0002646	MIBiG
BGC0002648	MIBiG
BGC0002649	MIBiG
BGC0002651	MIBiG
BGC0002652	MIBiG
BGC0002653	MIBiG
BGC0002654	MIBiG
BGC0002656	MIBiG
BGC0002657	MIBiG
BGC0002659	MIBiG
BGC0002660	MIBiG
BGC0002661	MIBiG
BGC0002663	MIBiG
BGC0002665	MIBiG
BGC0002666	MIBiG
BGC0002667	MIBiG
BGC0002668	MIBiG
BGC0002669	MIBiG
BGC0002670	MIBiG
BGC0002671	MIBiG
BGC0002672	MIBiG
BGC0002673	MIBiG
BGC0002674	MIBiG
BGC0002675	MIBiG
BGC0002676	MIBiG
BGC0002677	MIBiG
BGC0002678	MIBiG
BGC0002679	MIBiG
BGC0002680	MIBiG
BGC0002681	MIBiG
BGC0002682	MIBiG
BGC0002683	MIBiG
BGC0002685	MIBiG
BGC0002686	MIBiG
BGC0002687	MIBiG
BGC0002688	MIBiG
BGC0002689	MIBiG
BGC0002690	MIBiG
BGC0002691	MIBiG
BGC0002692	MIBiG
BGC0002693	MIBiG
BGC0002694	MIBiG
BGC0002695	MIBiG
BGC0002696	MIBiG
BGC0002697	MIBiG
BGC0002698	MIBiG
BGC0002699	MIBiG
BGC0002700	MIBiG
BGC0002701	MIBiG
BGC0002702	MIBiG
BGC0002703	MIBiG
BGC0002704	MIBiG
BGC0002706	MIBiG
BGC0002707	MIBiG
BGC0002708	MIBiG
BGC0002709	MIBiG
BGC0002710	MIBiG
BGC0002711	MIBiG
BGC0002712	MIBiG
BGC0002713	MIBiG
BGC0002715	MIBiG
BGC0002716	MIBiG
BGC0002718	MIBiG
BGC0002719	MIBiG
BGC0002721	MIBiG
BGC0002722	MIBiG
BGC0002723	MIBiG
BGC0002724	MIBiG
BGC0002725	MIBiG
BGC0002726	MIBiG
BGC0002729	MIBiG
BGC0002731	MIBiG
BGC0002732	MIBiG
BGC0002733	MIBiG
BGC0002734	MIBiG
BGC0002735	MIBiG
BGC0002736	MIBiG
BGC0002745	MIBiG
BGC0002746	MIBiG
BGC0002747	MIBiG
BGC0002749	MIBiG
BGC0002750	MIBiG
BGC0002751	MIBiG
BGC0002752	MIBiG
BGC0002754	MIBiG
BGC0002755	MIBiG
BGC0002758	MIBiG
BGC0002759	MIBiG
BGC0002760	MIBiG
BGC0002765	MIBiG
BGC0002768	MIBiG
BGC0002775	MIBiG
BGC0002779	MIBiG
BGC0002786	MIBiG
BGC0002788	MIBiG
BGC0002789	MIBiG
BGC0002804	MIBiG
BGC0002805	MIBiG
BGC0002806	MIBiG
BGC0002808	MIBiG
BGC0002810	MIBiG
BGC0002812	MIBiG
BGC0002813	MIBiG
BGC0002814	MIBiG
BGC0002815	MIBiG
BGC0002816	MIBiG
BGC0002825	MIBiG
BGC0002826	MIBiG
BGC0002835	MIBiG
BGC0002846	MIBiG
BGC0002847	MIBiG
BGC0002849	MIBiG
BGC0002850	MIBiG
BGC0002851	MIBiG
BGC0002852	MIBiG
BGC0002855	MIBiG
BGC0002859	MIBiG
BGC0002860	MIBiG
BGC0002861	MIBiG
BGC0002862	MIBiG
BGC0002863	MIBiG
BGC0002864	MIBiG
BGC0002865	MIBiG
BGC0002866	MIBiG
BGC0002867	MIBiG
BGC0002868	MIBiG
BGC0002869	MIBiG
BGC0002871	MIBiG
BGC0002872	MIBiG
BGC0002873	MIBiG
BGC0002877	MIBiG
BGC0002878	MIBiG
BGC0002879	MIBiG
BGC0002880	MIBiG
BGC0002881	MIBiG
BGC0002884	MIBiG
BGC0002886	MIBiG
BGC0002887	MIBiG
BGC0002890	MIBiG
BGC0002892	MIBiG
BGC0002897	MIBiG
BGC0002899	MIBiG
BGC0002900	MIBiG
BGC0002901	MIBiG
BGC0002903	MIBiG
BGC0002904	MIBiG
BGC0002906	MIBiG
BGC0002909	MIBiG
BGC0002911	MIBiG
BGC0002912	MIBiG
BGC0002913	MIBiG
BGC0002914	MIBiG
BGC0002915	MIBiG
BGC0002918	MIBiG
BGC0002919	MIBiG
BGC0002926	MIBiG
BGC0002928	MIBiG
BGC0002929	MIBiG
BGC0002930	MIBiG
BGC0002931	MIBiG
BGC0002932	MIBiG
BGC0002934	MIBiG
BGC0002939	MIBiG
BGC0002940	MIBiG
BGC0002943	MIBiG
BGC0002944	MIBiG
BGC0002948	MIBiG
BGC0002949	MIBiG
BGC0002950	MIBiG
BGC0002953	MIBiG
BGC0002954	MIBiG
BGC0002955	MIBiG
BGC0002956	MIBiG
BGC0002957	MIBiG
BGC0002958	MIBiG
BGC0002959	MIBiG
BGC0002961	MIBiG
BGC0002962	MIBiG
BGC0002964	MIBiG
BGC0002965	MIBiG
BGC0002966	MIBiG
BGC0002967	MIBiG
BGC0002968	MIBiG
BGC0002969	MIBiG
BGC0002970	MIBiG
BGC0002974	MIBiG
BGC0002977	MIBiG
BGC0002978	MIBiG
BGC0002981	MIBiG
BGC0002982	MIBiG
BGC0002983	MIBiG
BGC0002986	MIBiG
BGC0002987	MIBiG
BGC0002988	MIBiG
BGC0002989	MIBiG
BGC0002990	MIBiG
BGC0002991	MIBiG
BGC0002992	MIBiG
BGC0002993	MIBiG
BGC0002994	MIBiG
BGC0002995	MIBiG
BGC0002996	MIBiG
BGC0002999	MIBiG
BGC0003000	MIBiG
BGC0003002	MIBiG
BGC0003004	MIBiG
BGC0003005	MIBiG
BGC0003006	MIBiG
BGC0003007	MIBiG
BGC0003010	MIBiG
BGC0003011	MIBiG
BGC0003015	MIBiG
BGC0003017	MIBiG
BGC0003019	MIBiG
BGC0003023	MIBiG
BGC0003024	MIBiG
BGC0003025	MIBiG
BGC0003027	MIBiG
BGC0003028	MIBiG
BGC0003029	MIBiG
BGC0003037	MIBiG
BGC0003038	MIBiG
BGC0003040	MIBiG
BGC0003041	MIBiG
BGC0003042	MIBiG
BGC0003043	MIBiG
BGC0003044	MIBiG
BGC0003047	MIBiG
BGC0003048	MIBiG
BGC0003049	MIBiG
BGC0003050	MIBiG
BGC0003051	MIBiG
BGC0003053	MIBiG
BGC0003054	MIBiG
BGC0003058	MIBiG
BGC0003060	MIBiG
BGC0003062	MIBiG
BGC0003063	MIBiG
BGC0003065	MIBiG
BGC0003066	MIBiG
BGC0003067	MIBiG
BGC0003069	MIBiG
BGC0003070	MIBiG
BGC0003072	MIBiG
BGC0003073	MIBiG
BGC0003075	MIBiG
BGC0003076	MIBiG
BGC0003077	MIBiG
BGC0003078	MIBiG
BGC0003079	MIBiG
BGC0003080	MIBiG
BGC0003082	MIBiG
BGC0003083	MIBiG
BGC0003084	MIBiG
BGC0003085	MIBiG
BGC0003088	MIBiG
BGC0003089	MIBiG
BGC0003094	MIBiG
BGC0003095	MIBiG
BGC0003096	MIBiG
BGC0003097	MIBiG
BGC0003099	MIBiG
BGC0003100	MIBiG
BGC0003101	MIBiG
BGC0003103	MIBiG
BGC0003104	MIBiG
BGC0003107	MIBiG
BGC0003108	MIBiG
BGC0003109	MIBiG
BGC0003114	MIBiG
BGC0003115	MIBiG
BGC0003117	MIBiG
BGC0003119	MIBiG
BGC0003126	MIBiG
BGC0003130	MIBiG
BGC0003134	MIBiG
BGC0003135	MIBiG
BGC0003137	MIBiG
BGC0003140	MIBiG
BGC0003141	MIBiG
BGC0003143	MIBiG
BGC0003145	MIBiG
BGC0003150	MIBiG
BGC0003151	MIBiG
BGC0003152	MIBiG
BGC0003153	MIBiG
BGC0003154	MIBiG
BGC0003155	MIBiG
BGC0003156	MIBiG
BGC0003157	MIBiG
BGC0003158	MIBiG
BGC0003159	MIBiG
BGC0003160	MIBiG
BGC0003161	MIBiG
BGC0003162	MIBiG
BGC0003163	MIBiG
BGC0003164	MIBiG
BGC0003165	MIBiG
BGC0003168	MIBiG
BGC0003169	MIBiG
BGC0003170	MIBiG
BGC0000005	DeepBGC-unique
BGC0000015	DeepBGC-unique
BGC0000025	DeepBGC-unique
BGC0000049	DeepBGC-unique
BGC0000061	DeepBGC-unique
BGC0000089	DeepBGC-unique
BGC0000095	DeepBGC-unique
BGC0000108	DeepBGC-unique
BGC0000155	DeepBGC-unique
BGC0000206	DeepBGC-unique
BGC0000228	DeepBGC-unique
BGC0000230	DeepBGC-unique
BGC0000246	DeepBGC-unique
BGC0000250	DeepBGC-unique
BGC0000251	DeepBGC-unique
BGC0000276	DeepBGC-unique
BGC0000284	DeepBGC-unique
BGC0000299	DeepBGC-unique
BGC0000314	DeepBGC-unique
BGC0000317	DeepBGC-unique
BGC0000318	DeepBGC-unique
BGC0000338	DeepBGC-unique
BGC0000356	DeepBGC-unique
BGC0000358	DeepBGC-unique
BGC0000361	DeepBGC-unique
BGC0000370	DeepBGC-unique
BGC0000389	DeepBGC-unique
BGC0000406	DeepBGC-unique
BGC0000456	DeepBGC-unique
BGC0000458	DeepBGC-unique
BGC0000462	DeepBGC-unique
BGC0000463	DeepBGC-unique
BGC0000481	DeepBGC-unique
BGC0000596	DeepBGC-unique
BGC0000629	DeepBGC-unique
BGC0000655	DeepBGC-unique
BGC0000661	DeepBGC-unique
BGC0000680	DeepBGC-unique
BGC0000691	DeepBGC-unique
BGC0000695	DeepBGC-unique
BGC0000697	DeepBGC-unique
BGC0000710	DeepBGC-unique
BGC0000717	DeepBGC-unique
BGC0000718	DeepBGC-unique
BGC0000726	DeepBGC-unique
BGC0000750	DeepBGC-unique
BGC0000771	DeepBGC-unique
BGC0000805	DeepBGC-unique
BGC0000808	DeepBGC-unique
BGC0000822	DeepBGC-unique
BGC0000823	DeepBGC-unique
BGC0000824	DeepBGC-unique
BGC0000828	DeepBGC-unique
BGC0000835	DeepBGC-unique
BGC0000839	DeepBGC-unique
BGC0000887	DeepBGC-unique
BGC0000915	DeepBGC-unique
BGC0000928	DeepBGC-unique
BGC0000931	DeepBGC-unique
BGC0000952	DeepBGC-unique
BGC0000962	DeepBGC-unique
BGC0001009	DeepBGC-unique
BGC0001068	DeepBGC-unique
BGC0001081	DeepBGC-unique
BGC0001085	DeepBGC-unique
BGC0001086	DeepBGC-unique
BGC0001087	DeepBGC-unique
BGC0001092	DeepBGC-unique
BGC0001096	DeepBGC-unique
BGC0001104	DeepBGC-unique
BGC0001107	DeepBGC-unique
BGC0001120	DeepBGC-unique
BGC0001121	DeepBGC-unique
BGC0001158	DeepBGC-unique
BGC0001180	DeepBGC-unique
BGC0001182	DeepBGC-unique
BGC0001191	DeepBGC-unique
BGC0001196	DeepBGC-unique
BGC0001208	DeepBGC-unique
BGC0001232	DeepBGC-unique
BGC0001234	DeepBGC-unique
BGC0001236	DeepBGC-unique
BGC0001243	DeepBGC-unique
BGC0001247	DeepBGC-unique
BGC0001253	DeepBGC-unique
BGC0001256	DeepBGC-unique
BGC0001259	DeepBGC-unique
BGC0001263	DeepBGC-unique
BGC0001265	DeepBGC-unique
BGC0001269	DeepBGC-unique
BGC0001270	DeepBGC-unique
BGC0001271	DeepBGC-unique
BGC0001272	DeepBGC-unique
BGC0001274	DeepBGC-unique
BGC0001279	DeepBGC-unique
BGC0001280	DeepBGC-unique
BGC0001282	DeepBGC-unique
BGC0001308	DeepBGC-unique
BGC0001309	DeepBGC-unique
BGC0001319	DeepBGC-unique
BGC0001320	DeepBGC-unique
BGC0001323	DeepBGC-unique
BGC0001347	DeepBGC-unique
BGC0001350	DeepBGC-unique
BGC0001352	DeepBGC-unique
BGC0001353	DeepBGC-unique
BGC0001354	DeepBGC-unique
BGC0001355	DeepBGC-unique
BGC0001359	DeepBGC-unique
BGC0001362	DeepBGC-unique
BGC0001378	DeepBGC-unique
BGC0001382	DeepBGC-unique
BGC0001385	DeepBGC-unique
BGC0001401	DeepBGC-unique
BGC0001402	DeepBGC-unique
BGC0001436	DeepBGC-unique
BGC0001450	DeepBGC-unique
BGC0001466	DeepBGC-unique
BGC0001476	DeepBGC-unique
BGC0001479	DeepBGC-unique
BGC0001482	DeepBGC-unique
BGC0001487	DeepBGC-unique
BGC0001494	DeepBGC-unique
BGC0001497	DeepBGC-unique
BGC0001530	DeepBGC-unique
BGC0001538	DeepBGC-unique
BGC0001546	DeepBGC-unique
BGC0001557	DeepBGC-unique
BGC0001559	DeepBGC-unique
BGC0001577	DeepBGC-unique
BGC0001581	DeepBGC-unique
BGC0001583	DeepBGC-unique
BGC0001598	DeepBGC-unique
BGC0001599	DeepBGC-unique
BGC0001613	DeepBGC-unique
BGC0001614	DeepBGC-unique
BGC0001643	DeepBGC-unique
BGC0001646	DeepBGC-unique
BGC0001664	DeepBGC-unique
BGC0001669	DeepBGC-unique
BGC0001673	DeepBGC-unique
BGC0001676	DeepBGC-unique
BGC0001678	DeepBGC-unique
BGC0001686	DeepBGC-unique
BGC0001688	DeepBGC-unique
BGC0001689	DeepBGC-unique
BGC0001691	DeepBGC-unique
BGC0001697	DeepBGC-unique
BGC0001698	DeepBGC-unique
BGC0001710	DeepBGC-unique
BGC0001714	DeepBGC-unique
BGC0001730	DeepBGC-unique
BGC0001734	DeepBGC-unique
BGC0001745	DeepBGC-unique
BGC0001754	DeepBGC-unique
BGC0001766	DeepBGC-unique
BGC0001767	DeepBGC-unique
BGC0001777	DeepBGC-unique
BGC0001798	DeepBGC-unique
BGC0001803	DeepBGC-unique
BGC0001804	DeepBGC-unique
BGC0001805	DeepBGC-unique
BGC0001815	DeepBGC-unique
BGC0001821	DeepBGC-unique
BGC0001829	DeepBGC-unique
BGC0001832	DeepBGC-unique
